,carat,cut,color,clarity,depth,table,price,x,y,z,density
37252,0.32,Ideal,D,VS1,61.2,55.0,977,4.41,4.45,2.71,0.006017028755474439
37253,0.31,Ideal,F,VVS2,61.2,56.0,977,4.39,4.37,2.68,0.006029495044960972
37254,0.31,Ideal,F,VVS2,62.4,55.0,977,4.36,4.33,2.71,0.006059238082475534
37255,0.31,Ideal,H,IF,60.8,57.0,977,4.4,4.38,2.67,0.0060245365770992985
37256,0.31,Premium,G,VVS1,58.0,62.0,977,4.47,4.42,2.58,0.0060815207851078554
37257,0.31,Ideal,G,VVS1,62.8,57.0,977,4.33,4.3,2.71,0.0061437855906031
37258,0.31,Premium,H,IF,60.4,58.0,977,4.43,4.41,2.67,0.005943032657865496
37259,0.31,Premium,F,IF,61.9,58.0,977,4.39,4.36,2.71,0.0059764238945601515
37260,0.32,Premium,J,SI1,61.6,58.0,480,4.4,4.36,2.7,0.0061779878293639744
37261,0.32,Very Good,I,SI2,63.4,56.0,480,4.37,4.34,2.76,0.006113215840381489
37262,0.32,Very Good,I,SI2,63.1,58.0,480,4.41,4.34,2.76,0.006057767170627463
37263,0.32,Premium,J,SI1,63.0,58.0,480,4.35,4.32,2.73,0.006237554130274438
37264,0.29,Very Good,E,VS1,61.4,61.0,481,4.22,4.25,2.6,0.0062190388368252875
37265,0.28,Ideal,H,VS1,62.3,55.0,481,4.21,4.24,2.63,0.005964229279287647
37266,0.34,Ideal,D,SI2,61.4,56.0,481,4.5,4.55,2.78,0.005973243383315327
37267,0.28,Ideal,F,SI1,60.6,55.0,481,4.26,4.3,2.6,0.005879042891817213
37268,0.32,Very Good,H,SI1,61.8,56.0,482,4.38,4.41,2.71,0.006113191315493437
37269,0.26,Ideal,H,VS1,62.3,54.0,482,4.07,4.11,2.55,0.006095325975102703
37270,0.26,Ideal,H,VS1,62.2,55.0,482,4.12,4.14,2.57,0.005931201349320933
37271,0.26,Ideal,H,VS1,62.1,55.0,482,4.07,4.11,2.54,0.006119323321461375
37272,0.26,Ideal,H,VS1,62.2,54.0,482,4.09,4.11,2.55,0.006065519980114427
37273,0.26,Ideal,H,VS1,62.2,55.0,482,4.08,4.09,2.54,0.006134174979889343
37274,0.35,Ideal,J,VS1,62.6,53.7,483,4.51,4.54,2.83,0.00604017072490781
37275,0.3,Good,J,VVS2,57.4,61.0,483,4.41,4.44,2.54,0.006032064524752938
37276,0.23,Very Good,F,VS1,63.2,58.0,483,3.89,3.86,2.45,0.0062520845945101804
37277,0.23,Very Good,G,VVS1,61.5,56.0,484,3.92,3.96,2.42,0.0061225341626758405
37278,0.23,Very Good,G,VVS1,62.0,56.0,484,3.95,3.98,2.46,0.005947200239129165
37279,0.3,Very Good,G,VS2,62.1,57.0,484,4.27,4.29,2.66,0.00615679156292986
37280,0.23,Ideal,H,VVS1,61.1,55.0,484,3.98,4.01,2.44,0.005906232852665273
37281,0.3,Ideal,G,VS2,61.0,57.0,484,4.33,4.36,2.65,0.005996543592273413
37282,0.4,Ideal,I,SI2,61.0,58.0,484,4.74,4.77,2.9,0.006100497770115553
37283,0.3,Good,F,VS2,63.1,55.0,484,4.24,4.29,2.69,0.006131204840610746
37284,0.3,Good,F,VS2,63.5,55.0,484,4.25,4.28,2.71,0.00608582226558934
37285,0.24,Very Good,E,VVS2,63.6,54.0,485,3.96,4.0,2.53,0.00598874116660678
37286,0.24,Very Good,E,VVS2,64.4,53.0,485,3.92,3.94,2.53,0.00614198047751032
37287,0.24,Very Good,E,VVS2,63.3,57.0,485,3.95,3.98,2.51,0.006082153163315189
37288,0.24,Very Good,E,VVS2,63.4,57.0,485,3.95,3.97,2.51,0.006097473448361323
37289,0.24,Very Good,E,VVS2,62.9,57.0,485,3.96,3.99,2.5,0.006075795549479759
37290,0.32,Good,F,VVS1,63.8,54.0,977,4.38,4.31,2.77,0.006119540714700397
37291,0.31,Premium,G,VVS1,59.8,62.0,977,4.41,4.35,2.62,0.0061678322874878354
37292,0.52,Good,I,SI1,63.6,60.0,978,5.05,5.1,3.23,0.006250852730510713
37293,0.52,Very Good,I,SI1,62.5,59.0,978,5.06,5.12,3.18,0.006311836577423124
37294,0.52,Good,I,SI1,63.3,55.0,978,5.1,5.13,3.24,0.006134381651970104
37295,0.45,Ideal,J,VVS1,61.9,56.0,978,4.93,4.95,3.06,0.006026136559485802
37296,0.39,Ideal,G,VVS1,62.0,56.0,978,4.66,4.7,2.9,0.00614020448455345
37297,0.38,Ideal,F,VS1,62.5,56.0,978,4.6,4.62,2.88,0.006208565991174687
37298,0.33,Ideal,D,VS1,61.2,55.0,978,4.48,4.51,2.75,0.00593918276845106
37299,0.33,Ideal,D,VS1,61.0,56.0,978,4.49,4.52,2.75,0.005912844669570531
37300,0.54,Ideal,J,SI2,61.3,58.0,978,5.24,5.27,3.22,0.006072897987819476
37301,0.33,Ideal,F,IF,61.8,56.0,978,4.42,4.46,2.74,0.006109508157193127
37302,0.5,Premium,G,SI2,60.7,57.0,978,5.15,5.07,3.1,0.006177220757191365
37303,0.7,Fair,G,I1,68.3,56.0,978,5.52,5.4,3.73,0.006295878969461748
37304,0.3,Ideal,E,VVS1,62.5,54.0,979,4.32,4.29,2.69,0.006017664010229065
37305,0.31,Ideal,F,IF,62.0,56.0,979,4.32,4.36,2.69,0.006118418476455377
37306,0.31,Ideal,F,IF,62.1,56.0,979,4.33,4.36,2.7,0.00608167970500322
37307,0.31,Ideal,F,IF,61.8,54.0,979,4.33,4.37,2.69,0.006090319556906069
37308,0.31,Ideal,F,IF,62.2,56.0,979,4.31,4.34,2.69,0.006160875238579894
37309,0.31,Ideal,F,IF,62.1,55.0,979,4.34,4.35,2.7,0.006081615277017577
37310,0.31,Premium,F,IF,61.5,58.0,979,4.33,4.35,2.67,0.006164151146179166
37311,0.31,Ideal,E,VVS2,61.2,56.0,979,4.37,4.39,2.68,0.006029495044960972
37312,0.31,Ideal,E,VVS2,60.9,56.0,979,4.39,4.41,2.68,0.005974805747501009
37313,0.38,Ideal,G,VVS1,59.7,60.0,979,4.71,4.74,2.82,0.006035805542102063
37314,0.38,Ideal,E,VS1,62.6,53.5,979,4.61,4.66,2.9,0.006099563495974449
37315,0.38,Ideal,E,VS1,61.9,55.2,979,4.62,4.65,2.87,0.006163207242222641
37316,0.39,Ideal,D,VS1,61.8,57.0,979,4.68,4.7,2.9,0.006113964294448521
37317,0.46,Ideal,G,SI1,61.5,55.0,979,4.98,5.01,3.07,0.006005544475326
37318,0.35,Ideal,G,IF,62.6,57.0,979,4.51,4.53,2.82,0.006074970762901424
37319,0.35,Ideal,G,IF,60.2,55.0,979,4.63,4.64,2.79,0.005839354876081549
37320,0.35,Ideal,G,IF,61.2,57.0,979,4.54,4.57,2.79,0.00604632918544786
37321,0.32,Premium,H,IF,61.8,58.0,979,4.39,4.35,2.7,0.0062062953168653175
37322,0.5,Good,D,SI2,63.7,60.0,979,5.09,5.02,3.22,0.006077047531116793
37323,0.3,Premium,D,VS1,61.6,57.0,979,4.33,4.3,2.66,0.006057358337570118
37324,0.4,Very Good,E,VS1,60.3,58.0,980,4.8,4.82,2.9,0.0059617494157485585
37325,0.36,Ideal,H,IF,60.6,56.0,980,4.64,4.66,2.82,0.0059040427736090865
37326,0.49,Premium,F,SI2,60.8,60.0,980,5.12,5.04,3.09,0.006145215300251709
37327,0.4,Premium,G,VVS2,61.3,59.0,980,4.78,4.74,2.92,0.006046038405887004
37328,0.4,Ideal,G,VS2,62.8,54.0,980,4.7,4.67,2.94,0.006198661523017335
37329,0.45,Fair,E,VS2,66.9,60.0,980,4.78,4.71,3.18,0.006285453098200399
37330,0.33,Very Good,F,VVS1,63.3,57.0,980,4.44,4.38,2.79,0.006082087390085622
37331,0.33,Very Good,E,VVS2,60.1,63.0,981,4.45,4.5,2.69,0.006126171282179803
37332,0.43,Ideal,E,VS2,62.1,56.0,981,4.83,4.87,3.01,0.006073315854330305
37333,0.43,Ideal,E,VS1,61.2,56.0,981,4.89,4.94,3.01,0.005913793450118926
37334,0.43,Very Good,E,VS2,62.8,56.0,981,4.79,4.86,3.03,0.0060961275384735815
37335,0.43,Ideal,E,VS2,61.9,56.0,981,4.85,4.88,3.01,0.006035877254400155
37336,0.43,Premium,E,VS2,61.6,59.0,981,4.81,4.84,2.97,0.006219014483477294
37337,0.43,Ideal,E,VS2,62.2,57.0,981,4.8,4.84,3.0,0.006169651056014693
37338,0.43,Ideal,E,VS2,62.0,57.0,981,4.82,4.85,3.0,0.006131382698093568
37339,0.4,Good,E,VVS2,57.7,62.0,981,4.82,4.88,2.8,0.0060734449551536835
37340,0.41,Good,E,VS2,63.1,64.0,981,4.66,4.63,2.93,0.006485587584902273
37341,0.31,Ideal,D,VVS2,61.6,56.0,982,4.38,4.34,2.69,0.006062413762164233
37342,0.31,Ideal,D,VVS2,62.4,56.0,982,4.38,4.34,2.72,0.005995548904493304
37343,0.31,Ideal,D,VVS2,61.9,56.0,982,4.39,4.37,2.71,0.005962747867341478
37344,0.31,Ideal,D,VVS2,62.0,56.0,982,4.37,4.34,2.7,0.006053781797488891
37345,0.31,Premium,F,VVS1,59.4,58.0,982,4.45,4.41,2.63,0.006006304488443531
37346,0.31,Ideal,D,VVS2,61.9,57.0,982,4.35,4.31,2.68,0.006169647800679776
37347,0.4,Very Good,F,VVS2,60.5,57.0,982,4.76,4.79,2.89,0.006070433172149168
37348,0.4,Premium,G,VVS2,62.0,58.0,982,4.68,4.74,2.92,0.00617522726071365
37349,0.4,Very Good,G,VVS2,58.9,58.0,982,4.8,4.84,2.84,0.006062546075350174
37350,0.4,Very Good,D,VS2,59.1,57.0,982,4.81,4.87,2.86,0.005970626725641733
37351,0.4,Very Good,F,VS1,62.9,58.0,982,4.67,4.71,2.95,0.006164533083238226
37352,0.4,Ideal,D,VS2,61.5,55.0,982,4.71,4.75,2.91,0.006144018087989251
37353,0.4,Very Good,F,VS1,62.5,57.0,982,4.69,4.72,2.94,0.006146074489931132
37354,0.4,Premium,F,VS1,61.9,59.0,982,4.67,4.7,2.9,0.00628416030264516
37355,0.4,Ideal,D,VS2,61.6,57.0,982,4.71,4.77,2.92,0.006097304070907745
37356,0.4,Premium,F,VS1,62.4,59.0,982,4.67,4.69,2.92,0.006254425396869873
37357,0.4,Very Good,G,VVS2,62.5,60.0,982,4.65,4.7,2.92,0.006267961627538916
37358,0.4,Premium,F,VS1,61.1,59.0,982,4.71,4.75,2.89,0.006186537244307516
37359,0.4,Premium,G,VVS2,59.7,58.0,982,4.78,4.8,2.86,0.0060957173927885236
37360,0.4,Ideal,F,VS1,61.3,56.0,982,4.73,4.76,2.91,0.006105186129725315
37361,0.4,Premium,F,VS1,62.5,59.0,982,4.66,4.69,2.92,0.006267846910597061
37362,0.4,Premium,G,VVS2,61.1,58.0,982,4.74,4.76,2.9,0.00611331394190151
37363,0.4,Premium,F,VS1,60.5,60.0,982,4.76,4.8,2.89,0.006057786436373858
37364,0.4,Premium,D,VS2,62.4,59.0,982,4.7,4.72,2.94,0.006132997735697236
37365,0.4,Premium,D,VS2,61.7,59.0,982,4.73,4.76,2.93,0.006063512504266439
37366,0.4,Premium,G,VVS2,62.7,59.0,982,4.69,4.72,2.95,0.006125240339117806
37367,0.4,Premium,F,VS1,62.6,58.0,982,4.68,4.72,2.94,0.006159207127730131
37368,0.4,Very Good,F,VS1,60.4,61.0,982,4.74,4.77,2.87,0.006164266039489583
37369,0.4,Ideal,G,VVS2,62.4,56.0,982,4.72,4.74,2.95,0.006060628099253694
37370,0.4,Premium,D,VS2,62.5,59.0,982,4.66,4.72,2.93,0.006206752897498455
37371,0.4,Premium,F,VS1,60.4,59.0,982,4.75,4.76,2.87,0.006164211512589632
37372,0.4,Premium,F,VS1,61.4,58.0,982,4.73,4.75,2.91,0.006118039153156315
37373,0.4,Premium,F,VS1,60.3,60.0,982,4.77,4.81,2.89,0.006032518926688804
37374,0.4,Ideal,D,VS2,61.3,57.0,982,4.75,4.77,2.92,0.0060459583524158905
37375,0.4,Premium,D,VS2,60.5,59.0,982,4.76,4.8,2.89,0.006057786436373858
37376,0.4,Ideal,I,IF,62.4,56.0,982,4.7,4.73,2.94,0.006120031567122822
37377,0.4,Premium,F,VS1,61.4,58.0,982,4.73,4.75,2.91,0.006118039153156315
37378,0.4,Very Good,F,VS1,61.5,59.0,982,4.71,4.76,2.91,0.006131110486964064
37379,0.4,Ideal,G,VVS2,62.4,56.0,982,4.64,4.68,2.91,0.006329992110297835
37380,0.4,Ideal,F,VS1,62.7,55.0,982,4.74,4.76,2.98,0.005949198131380664
37381,0.4,Very Good,D,VS2,62.8,57.0,982,4.68,4.72,2.95,0.006138328459500538
37382,0.4,Premium,D,VS2,61.7,59.0,982,4.72,4.75,2.92,0.006110004521403347
37383,0.4,Ideal,I,IF,62.2,56.0,982,4.71,4.75,2.94,0.006081324025866913
37384,0.4,Ideal,D,VS2,60.4,56.0,982,4.73,4.77,2.87,0.006177298314414507
37385,0.4,Ideal,F,VS1,61.1,56.0,982,4.75,4.78,2.91,0.006054042927704889
37386,0.4,Ideal,D,VS2,62.3,57.0,982,4.72,4.75,2.95,0.006047868882202634
37387,0.4,Ideal,D,VS2,61.3,56.0,982,4.74,4.79,2.92,0.006033416196271373
37388,0.4,Premium,G,VVS2,61.7,59.0,982,4.73,4.76,2.93,0.006063512504266439
37389,0.55,Ideal,J,SI1,61.2,55.0,982,5.29,5.3,3.24,0.006054609495300962
37390,0.5,Ideal,I,SI1,62.0,55.0,982,5.08,5.11,3.16,0.006095345243280344
37391,0.5,Ideal,I,SI1,61.9,58.0,982,5.06,5.09,3.14,0.006182612919613321
37392,0.5,Ideal,I,SI1,62.0,55.0,982,5.09,5.14,3.17,0.006028785618577882
37393,0.41,Good,E,VS2,61.1,61.0,982,4.77,4.82,2.93,0.006086264456028535
37394,0.3,Ideal,E,VVS1,61.1,56.0,982,4.38,4.36,2.67,0.005883684730520178
37395,0.46,Fair,F,VS2,66.0,58.0,982,4.9,4.76,3.19,0.006182499869629894
37396,0.39,Good,G,VS2,63.8,59.0,982,4.66,4.59,2.95,0.006180790009561207
37397,0.32,Very Good,D,VVS1,61.9,54.0,983,4.42,4.46,2.75,0.005902828377109569
37398,0.5,Very Good,G,SI2,58.6,61.0,983,5.16,5.21,3.04,0.006117993282541263
37399,0.37,Ideal,D,VVS2,60.5,57.0,983,4.65,4.68,2.82,0.006029118360392669
37400,0.46,Ideal,H,VS1,62.3,53.0,983,4.96,4.99,3.1,0.005995341359096966
37401,0.38,Ideal,D,VS1,61.8,54.0,983,4.67,4.71,2.9,0.005957277229577631
37402,0.38,Ideal,D,VS1,62.3,54.0,983,4.64,4.7,2.9,0.006008551116958029
37403,0.38,Ideal,D,VS1,61.9,53.5,983,4.66,4.69,2.9,0.005995519768964223
37404,0.51,Ideal,H,SI2,61.8,53.0,983,5.14,5.18,3.19,0.006004635013087986
37405,0.51,Ideal,H,SI2,62.5,55.0,983,5.1,5.14,3.2,0.0060797665369649815
37406,0.51,Ideal,H,SI2,61.9,54.0,983,5.13,5.15,3.18,0.006070416112741195
37407,0.46,Ideal,F,SI1,61.6,54.0,983,4.97,5.0,3.07,0.006029663321951252
37408,0.38,Premium,G,VS2,59.9,58.0,983,4.77,4.72,2.84,0.005942988349740986
37409,0.38,Ideal,I,VVS2,62.6,54.0,983,4.65,4.62,2.9,0.006099449925923786
37410,0.38,Premium,H,VS1,61.6,58.0,983,4.7,4.65,2.88,0.006037265817636442
37411,0.38,Premium,G,VS2,59.2,60.0,983,4.73,4.7,2.79,0.006126612246227256
37412,0.38,Premium,G,VS2,59.3,59.0,983,4.74,4.71,2.8,0.006078918438831364
37413,0.38,Premium,G,VS2,60.4,57.0,983,4.7,4.67,2.83,0.006117618951868345
37414,0.38,Ideal,G,VS2,62.2,56.0,983,4.64,4.62,2.88,0.006155043870561113
37415,0.38,Premium,G,VS2,60.1,61.0,983,4.66,4.63,2.79,0.006312661261500298
37416,0.38,Premium,G,VS2,60.8,61.0,983,4.66,4.65,2.83,0.006196668899098172
37417,0.47,Ideal,J,SI1,60.6,54.0,983,5.04,5.0,3.09,0.006035855550418657
37418,0.36,Premium,F,VVS2,62.7,58.0,983,4.55,4.51,2.84,0.0061772648512600425
37419,0.39,Ideal,H,VS2,60.6,55.0,983,4.81,4.76,2.9,0.005873738125259424
37420,0.33,Ideal,E,VVS1,61.2,56.0,984,4.45,4.51,2.74,0.0060010441816876125
37421,0.33,Ideal,E,VVS1,61.5,57.0,984,4.44,4.47,2.74,0.006068381613377449
37422,0.33,Ideal,G,IF,61.8,55.0,984,4.45,4.48,2.76,0.005997452718263661
37423,0.33,Ideal,E,VVS1,61.8,57.0,984,4.4,4.43,2.73,0.006201473470096495
37424,0.33,Ideal,E,VVS1,61.5,56.0,984,4.46,4.49,2.75,0.005992389665125291
37425,0.33,Ideal,G,IF,61.3,57.0,984,4.42,4.46,2.72,0.006154431011290136
37426,0.33,Ideal,G,IF,61.6,56.0,984,4.45,4.48,2.75,0.006019261637239164
37427,0.33,Ideal,E,VVS1,60.9,56.0,984,4.46,4.48,2.72,0.006072005595960357
37428,0.34,Premium,D,VVS2,60.1,58.0,984,4.53,4.55,2.73,0.006042361038358419
37429,0.33,Ideal,G,IF,61.6,53.0,984,4.43,4.47,2.74,0.006082079991737217
37430,0.33,Premium,E,VVS1,60.1,58.0,984,4.47,4.51,2.7,0.006062700448033564
37431,0.33,Ideal,G,IF,61.6,55.0,984,4.48,4.51,2.77,0.0058963005823972625
37432,0.33,Premium,G,IF,60.8,58.0,984,4.42,4.46,2.7,0.006200019389151544
37433,0.33,Good,G,IF,57.9,60.0,984,4.55,4.57,2.64,0.006011493976483035
37434,0.33,Ideal,E,VVS1,61.7,56.0,984,4.46,4.48,2.76,0.005984005514859483
37435,0.33,Ideal,G,IF,62.2,56.0,984,4.43,4.45,2.76,0.006065144058198918
37436,0.33,Ideal,G,IF,61.7,55.0,984,4.45,4.47,2.75,0.006032727546942162
37437,0.33,Premium,E,VVS1,59.7,58.0,984,4.49,4.52,2.69,0.006044729680787717
37438,0.33,Ideal,G,IF,62.1,56.0,984,4.41,4.44,2.75,0.006128577557148986
37439,0.33,Ideal,E,VVS1,61.7,56.0,984,4.42,4.46,2.74,0.006109508157193127
37440,0.33,Ideal,E,VVS1,60.2,57.0,984,4.47,4.5,2.7,0.006076173115695861
37441,0.33,Ideal,G,IF,61.9,54.0,984,4.42,4.46,2.75,0.006087291763894244
37442,0.51,Good,J,VS2,63.1,56.0,984,5.1,5.13,3.23,0.006035039438982735
37443,0.51,Premium,I,SI1,62.7,59.0,984,5.06,5.09,3.18,0.006226941087716209
37444,0.51,Very Good,J,VS2,61.9,61.0,984,5.09,5.12,3.16,0.006192918293501778
37445,0.51,Ideal,I,SI1,62.2,56.0,984,5.08,5.12,3.17,0.006185534600958792
37446,0.5,Very Good,H,SI1,63.1,55.0,984,5.09,5.02,3.19,0.006134198448337328
37447,0.31,Ideal,D,VVS1,60.4,56.0,984,4.38,4.43,2.66,0.006006233617997807
37448,0.3,Ideal,G,VS2,61.9,57.0,984,4.26,4.3,2.65,0.0061801259509668815
37449,0.34,Ideal,G,IF,62.2,56.0,984,4.45,4.46,2.77,0.006184495506145479
37450,0.32,Ideal,F,IF,61.1,55.0,984,4.47,4.44,2.72,0.005927759579555867
37451,0.35,Premium,E,VS2,59.5,58.0,984,4.62,4.59,2.74,0.006023692870694444
37452,0.35,Ideal,E,VS2,62.2,56.0,984,4.53,4.51,2.81,0.00609658987593666
37453,0.35,Premium,F,VS1,60.7,58.0,984,4.58,4.54,2.77,0.006076688081378451
37454,0.35,Premium,E,VS2,60.4,60.0,984,4.55,4.52,2.74,0.006211087536583305
37455,0.35,Ideal,E,VS2,62.4,57.0,984,4.55,4.52,2.83,0.006013561784536487
37456,0.35,Ideal,E,VS2,62.0,57.0,984,4.55,4.51,2.81,0.006069791678679796
37457,0.42,Premium,H,VVS2,62.4,55.0,984,4.81,4.78,2.99,0.00610949240271528
37458,0.42,Premium,H,VVS2,62.4,57.0,984,4.83,4.78,3.0,0.006063913649869625
37459,0.42,Ideal,H,VVS2,62.9,56.0,984,4.79,4.75,3.0,0.006153169981320733
37460,0.42,Ideal,H,VVS2,62.4,56.0,984,4.8,4.78,2.99,0.006122220511887603
37461,0.42,Premium,G,VS1,59.4,59.0,984,4.9,4.86,2.9,0.006081615277017575
37462,0.42,Ideal,G,VS1,61.2,54.0,984,4.86,4.82,2.96,0.006057232889874659
37463,0.42,Premium,G,VS1,60.6,58.0,984,4.95,4.82,2.96,0.005947101382786029
37464,0.42,Ideal,G,VS1,61.4,56.0,984,4.85,4.82,2.97,0.00604928525534249
37465,0.42,Ideal,G,VS1,61.8,56.0,984,4.84,4.8,2.98,0.006066614898219536
37466,0.42,Premium,G,VS1,60.9,58.0,984,4.84,4.81,2.94,0.006136369772733409
37467,0.42,Ideal,G,VS1,62.7,54.0,984,4.83,4.8,3.02,0.0059986563009885785
37468,0.42,Ideal,G,VS1,62.0,55.0,984,4.83,4.78,2.98,0.00610461105691573
37469,0.42,Ideal,G,VS1,61.8,57.0,984,4.82,4.79,2.97,0.0061250591833843585
37470,0.42,Premium,G,VS1,60.5,59.0,984,4.83,4.79,2.91,0.006238406311769969
37471,0.42,Ideal,G,VS1,62.5,54.0,984,4.84,4.79,3.01,0.006018689233808823
37472,0.42,Premium,G,VS1,60.8,59.0,984,4.85,4.79,2.93,0.00617027354659023
37473,0.42,Ideal,G,VS1,61.3,57.0,984,4.81,4.78,2.94,0.006213395334734247
37474,0.42,Premium,G,VS1,62.4,59.0,984,4.8,4.78,2.99,0.006122220511887603
37475,0.42,Ideal,G,VS1,61.9,56.0,984,4.82,4.77,2.97,0.0061507407732517986
37476,0.42,Premium,G,VS1,62.5,59.0,984,4.79,4.72,2.97,0.006254827386422164
37477,0.35,Ideal,H,IF,61.7,56.0,984,4.55,4.53,2.8,0.006064575600999442
37478,0.35,Ideal,H,IF,60.5,56.0,984,4.59,4.56,2.77,0.006036855034481826
37479,0.35,Ideal,H,IF,61.9,55.0,984,4.54,4.51,2.8,0.006104886839817537
37480,0.35,Premium,G,VVS1,59.3,61.0,984,4.62,4.58,2.73,0.006058958024023525
37481,0.35,Premium,E,VS2,60.9,59.0,984,4.56,4.54,2.77,0.006103340222086252
37482,0.35,Ideal,E,VS2,61.7,55.0,984,4.57,4.54,2.81,0.006003294814021184
37483,0.35,Premium,E,VS2,60.7,60.0,984,4.58,4.55,2.77,0.006063332722957839
37484,0.35,Premium,E,VS2,59.2,58.0,984,4.63,4.59,2.73,0.006032699887779717
37485,0.35,Premium,E,VS2,58.9,59.0,984,4.64,4.59,2.72,0.006041829623442795
37486,0.35,Premium,E,VS2,62.1,59.0,984,4.49,4.46,2.78,0.0062869795647297715
37487,0.35,Ideal,E,VS2,61.6,55.0,984,4.54,4.49,2.78,0.006176195783853475
37488,0.35,Ideal,E,VS2,62.5,55.0,984,4.52,4.5,2.82,0.0061019407658458695
37489,0.35,Ideal,E,VS2,62.1,56.0,984,4.53,4.52,2.81,0.006083101845237685
37490,0.35,Ideal,E,VS2,61.6,56.0,984,4.54,4.52,2.79,0.006113213357853258
37491,0.35,Ideal,E,VS2,62.0,55.0,984,4.54,4.52,2.81,0.006069702942494871
37492,0.35,Ideal,E,VS2,61.5,55.0,984,4.56,4.52,2.79,0.006086401018564428
37493,0.35,Ideal,E,VS2,61.7,56.0,984,4.56,4.52,2.8,0.006064663872069556
37494,0.35,Premium,E,VS2,61.6,58.0,984,4.57,4.52,2.8,0.0060513932727871275
37495,0.53,Premium,E,SI2,62.2,57.0,984,5.2,5.16,3.22,0.006134327418452797
37496,0.53,Premium,E,SI2,59.9,58.0,984,5.31,5.27,3.17,0.005974636271189373
37497,0.53,Premium,E,SI2,59.9,58.0,984,5.31,5.27,3.17,0.005974636271189373
37498,0.53,Premium,E,SI2,62.2,57.0,984,5.2,5.16,3.22,0.006134327418452797
37499,0.35,Premium,F,VS1,60.5,58.0,984,4.59,4.57,2.77,0.00602364528604751
37500,0.5,Ideal,J,VS1,63.0,56.0,984,5.08,5.05,3.19,0.006109761125447326
37501,0.3,Premium,E,IF,61.9,61.0,984,4.32,4.27,2.66,0.006114036065965068
37502,0.43,Fair,H,SI1,62.7,66.0,984,4.78,4.72,2.98,0.006395614761959384
37503,0.43,Good,F,SI1,63.7,57.0,984,4.79,4.73,3.04,0.006243070192086784
37504,0.41,Premium,H,SI1,61.8,59.0,984,4.81,4.77,2.96,0.006037104456278348
37505,0.46,Fair,F,SI1,66.3,56.0,984,4.86,4.79,3.2,0.006174987327852092
37506,0.5,Good,F,SI2,57.7,62.0,984,5.22,5.18,3.0,0.006163799267247544
37507,0.49,Very Good,F,SI1,62.3,57.0,985,5.05,5.07,3.15,0.0060755582461599214
37508,0.36,Ideal,G,IF,61.5,56.0,985,4.59,4.62,2.83,0.005998758856792529
37509,0.36,Ideal,G,IF,61.7,56.0,985,4.57,4.6,2.83,0.006051207333525404
37510,0.34,Ideal,F,IF,62.3,54.0,985,4.48,4.51,2.8,0.006009887325218336
37511,0.31,Ideal,F,VVS1,62.4,55.0,985,4.34,4.32,2.7,0.0061238487164413085
37512,0.42,Premium,F,VS1,59.8,57.0,985,4.89,4.85,2.91,0.006085632235246201
37513,0.42,Ideal,F,VS1,60.6,56.0,985,4.87,4.83,2.94,0.006073315854330304
37514,0.39,Ideal,E,VS2,60.4,56.0,985,4.73,4.7,2.85,0.006155463328827218
37515,0.44,Very Good,H,VVS1,61.0,59.0,986,4.87,4.9,2.98,0.006187445279780806
37516,0.33,Ideal,E,VVS1,62.2,55.0,986,4.42,4.46,2.76,0.0060652363589525984
37517,0.41,Good,G,VVS1,61.0,61.0,986,4.77,4.8,2.92,0.006132554110067679
37518,0.41,Good,D,VS1,60.2,62.0,986,4.8,4.84,2.9,0.006085541939773915
37519,0.44,Very Good,E,VS2,60.3,58.0,987,4.9,4.92,2.96,0.006165946932497455
37520,0.31,Very Good,E,IF,58.1,60.0,987,4.45,4.5,2.6,0.0059540958417362904
37521,0.47,Premium,D,SI1,60.6,61.0,987,5.04,5.0,3.04,0.006135129490392648
37522,0.47,Good,D,SI1,63.8,59.0,987,4.9,4.88,3.12,0.0062998087002770825
37523,0.37,Ideal,F,VVS2,61.1,56.0,987,4.62,4.65,2.83,0.00608583761439113
37524,0.39,Ideal,F,VVS2,61.2,56.0,987,4.7,4.75,2.89,0.006044707587270466
37525,0.43,Ideal,H,VVS1,61.7,56.0,987,4.86,4.9,3.01,0.005998872212024138
37526,0.31,Ideal,E,IF,61.9,54.0,987,4.38,4.41,2.72,0.005900381461564838
37527,0.31,Ideal,E,IF,62.2,54.0,987,4.33,4.35,2.7,0.006095660577888286
37528,0.31,Ideal,E,IF,60.9,55.0,987,4.39,4.41,2.68,0.005974805747501009
37529,0.5,Good,I,VS2,64.6,59.0,987,4.9,4.95,3.18,0.006482486266852843
37530,0.47,Good,E,SI1,60.2,64.0,987,5.1,5.04,3.05,0.005995112070329043
37531,0.38,Very Good,F,VS1,58.7,63.0,988,4.75,4.79,2.8,0.005964807634953773
37532,0.38,Very Good,F,VS1,59.7,61.0,988,4.69,4.73,2.81,0.006095976628153942
37533,0.38,Very Good,I,IF,59.5,57.0,988,4.72,4.76,2.82,0.00599771102093921
37534,0.4,Ideal,E,VVS2,61.5,55.0,988,4.77,4.79,2.94,0.005954684671013052
37535,0.4,Premium,E,VVS2,60.8,59.0,988,4.73,4.77,2.89,0.006134548845110601
37536,0.4,Ideal,E,VVS2,61.6,56.0,988,4.73,4.78,2.93,0.006038142159060302
37537,0.4,Ideal,E,VVS2,61.7,57.0,988,4.73,4.77,2.93,0.006050800738010115
