,carat,cut,depth,table,x,y,z,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
25287,2.01,3,61.3,60.0,8.08,8.17,4.98,0,0,1,0,0,0,0,0,1,0,0,0,0,13940
25288,1.6,4,61.6,60.0,7.55,7.49,4.63,0,0,1,0,0,0,0,0,0,0,1,0,0,13942
25289,1.51,3,61.9,63.0,7.35,7.26,4.52,0,1,0,0,0,0,0,0,0,0,1,0,0,13945
25290,1.51,4,62.0,59.0,7.37,7.18,4.51,0,1,0,0,0,0,0,0,0,0,1,0,0,13945
25291,1.51,4,61.7,58.0,7.33,7.28,4.51,0,1,0,0,0,0,0,0,0,0,1,0,0,13945
25292,1.51,4,62.9,61.0,7.31,7.22,4.57,0,1,0,0,0,0,0,0,0,0,1,0,0,13945
25293,2.06,3,61.8,59.0,8.14,8.2,5.05,0,0,0,0,0,1,0,0,0,0,1,0,0,13948
25294,1.7,5,62.4,55.0,7.69,7.61,4.77,0,0,0,1,0,0,0,0,0,1,0,0,0,13949
25295,1.58,5,60.4,57.0,7.55,7.65,4.59,0,0,0,1,0,0,0,0,0,1,0,0,0,13950
25296,1.71,4,61.3,58.0,7.79,7.7,4.75,0,0,1,0,0,0,0,0,0,0,1,0,0,13951
25297,1.25,3,60.3,58.0,6.96,7.03,4.22,0,1,0,0,0,0,1,0,0,0,0,0,0,13953
25298,2.08,2,63.8,58.0,8.02,8.1,5.14,0,0,0,0,1,0,0,0,1,0,0,0,0,13956
25299,1.5,3,61.0,55.0,7.38,7.45,4.52,1,0,0,0,0,0,0,0,0,0,1,0,0,13963
25300,1.58,3,62.8,57.0,7.34,7.4,4.63,0,0,1,0,0,0,0,0,0,1,0,0,0,13963
25301,1.21,5,61.3,56.0,6.86,6.9,4.22,0,0,0,0,0,0,0,0,0,0,0,0,1,13965
25302,1.2,5,61.5,55.0,6.74,6.69,4.13,0,0,0,0,0,0,0,0,0,0,0,1,0,13968
25303,1.71,3,63.4,56.0,7.58,7.5,4.78,1,0,0,0,0,0,0,1,0,0,0,0,0,13970
25304,2.01,2,63.8,57.0,7.95,7.91,5.06,0,0,0,0,1,0,0,1,0,0,0,0,0,13976
25305,2.19,2,63.7,56.0,8.26,8.17,5.23,0,0,1,0,0,0,0,1,0,0,0,0,0,13978
25306,2.21,4,61.1,58.0,8.39,8.34,5.11,0,0,0,1,0,0,0,1,0,0,0,0,0,13983
25307,2.0,4,59.8,60.0,8.04,8.01,4.8,0,0,0,1,0,0,0,1,0,0,0,0,0,13986
25308,1.51,5,59.8,59.0,7.55,7.47,4.49,1,0,0,0,0,0,0,0,0,0,1,0,0,13986
25309,2.0,4,61.1,60.0,8.1,8.03,4.93,0,0,1,0,0,0,0,0,1,0,0,0,0,13986
25310,2.02,4,61.1,61.0,8.11,8.08,4.95,0,0,0,0,1,0,0,0,1,0,0,0,0,13991
25311,2.02,4,62.9,60.0,8.05,8.01,5.05,0,0,0,0,1,0,0,0,1,0,0,0,0,13991
25312,2.07,4,62.7,58.0,8.14,8.09,5.09,0,0,0,1,0,0,0,1,0,0,0,0,0,13993
25313,2.07,2,63.6,58.0,8.09,7.99,5.11,0,0,0,0,1,0,0,1,0,0,0,0,0,13993
25314,1.2,5,61.5,58.0,6.57,6.64,4.06,1,0,0,0,0,0,0,0,0,0,0,1,0,13994
25315,1.53,5,62.2,56.0,7.36,7.31,4.56,0,0,1,0,0,0,0,0,0,1,0,0,0,13994
25316,1.51,5,62.1,55.0,7.38,7.33,4.57,0,0,1,0,0,0,0,0,0,1,0,0,0,13995
25317,1.58,4,62.7,60.0,7.41,7.37,4.63,0,0,0,0,0,0,0,1,0,0,0,0,0,13995
25318,2.13,3,62.8,58.0,8.13,8.17,5.12,0,0,0,0,0,1,0,1,0,0,0,0,0,13996
25319,2.11,4,62.4,58.0,8.27,8.17,5.13,0,0,0,0,0,1,0,1,0,0,0,0,0,13996
25320,1.5,2,59.9,59.0,7.39,7.46,4.45,0,0,1,0,0,0,1,0,0,0,0,0,0,13998
25321,1.67,5,61.8,56.0,7.6,7.57,4.69,0,0,0,1,0,0,0,0,0,1,0,0,0,14014
25322,1.71,5,62.1,56.0,7.64,7.7,4.76,0,0,0,1,0,0,0,0,0,0,1,0,0,14017
25323,1.63,5,60.5,59.0,7.66,7.62,4.62,1,0,0,0,0,0,0,1,0,0,0,0,0,14022
25324,2.09,4,59.8,59.0,8.37,8.32,4.99,0,0,1,0,0,0,0,0,1,0,0,0,0,14024
25325,1.5,2,63.9,58.0,7.24,7.2,4.61,1,0,0,0,0,0,0,0,0,0,1,0,0,14026
25326,2.02,5,60.9,60.0,8.08,8.14,4.94,0,0,0,0,1,0,0,0,1,0,0,0,0,14027
25327,2.02,2,58.2,57.0,8.31,8.35,4.85,0,0,0,0,1,0,0,0,1,0,0,0,0,14027
25328,1.51,3,59.5,59.0,7.41,7.45,4.42,0,0,1,0,0,0,0,0,0,1,0,0,0,14028
25329,1.59,5,61.8,56.0,7.49,7.53,4.64,0,0,0,1,0,0,0,0,0,1,0,0,0,14031
25330,2.21,4,61.3,60.0,8.35,8.33,5.11,0,0,0,1,0,0,0,0,1,0,0,0,0,14032
25331,1.2,5,61.7,55.0,6.6,6.63,4.08,1,0,0,0,0,0,0,0,0,0,0,1,0,14032
25332,1.75,5,62.2,56.3,7.66,7.71,4.79,0,0,0,1,0,0,0,0,0,0,1,0,0,14033
25333,1.2,5,62.7,54.0,6.8,6.82,4.27,0,0,0,0,0,0,0,0,0,0,0,0,1,14033
25334,2.05,5,60.3,60.0,8.17,8.24,4.95,0,0,0,0,0,1,0,1,0,0,0,0,0,14037
25335,1.52,5,62.8,55.0,7.37,7.28,4.6,0,1,0,0,0,0,0,0,0,0,1,0,0,14038
25336,1.55,5,61.6,55.0,7.48,7.45,4.6,0,0,1,0,0,0,0,0,0,0,1,0,0,14039
25337,2.01,5,61.9,57.0,8.09,8.06,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,14040
25338,2.3,4,60.6,59.0,8.4,8.37,5.08,0,0,0,1,0,0,0,0,1,0,0,0,0,14042
25339,2.3,4,60.6,59.0,8.4,8.37,5.08,0,0,0,1,0,0,0,0,1,0,0,0,0,14042
25340,2.0,2,57.3,59.0,8.27,8.24,4.73,0,0,0,1,0,0,0,0,0,0,1,0,0,14042
25341,1.58,5,60.0,57.0,7.58,7.52,4.53,0,1,0,0,0,0,0,0,0,0,1,0,0,14044
25342,2.08,4,60.8,61.0,8.24,8.21,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,14047
25343,2.0,3,63.6,57.0,7.9,7.99,5.05,0,0,0,0,1,0,0,1,0,0,0,0,0,14057
25344,1.7,4,62.4,59.0,7.63,7.54,4.73,0,0,0,1,0,0,0,0,0,0,1,0,0,14058
25345,2.03,5,61.5,54.0,8.22,8.2,5.05,0,0,0,0,1,0,0,0,1,0,0,0,0,14061
25346,2.14,3,62.8,57.0,8.27,8.16,5.16,0,0,0,0,0,1,0,0,0,0,1,0,0,14065
25347,1.76,5,60.2,58.0,7.84,7.87,4.73,0,0,0,0,1,0,0,0,0,0,0,0,1,14065
25348,1.52,3,62.7,59.0,7.3,7.33,4.59,0,1,0,0,0,0,0,0,0,0,1,0,0,14066
25349,2.01,4,61.3,58.0,8.14,8.07,4.97,0,1,0,0,0,0,0,0,1,0,0,0,0,14067
25380,1.5,5,62.3,57.0,7.25,7.32,4.54,0,0,1,0,0,0,0,0,0,1,0,0,0,14067
25381,1.3,4,59.3,59.0,7.11,7.08,4.22,0,1,0,0,0,0,0,0,0,0,0,1,0,14068
25382,1.5,4,61.6,58.0,7.31,7.37,4.52,0,1,0,0,0,0,0,0,0,0,1,0,0,14071
25383,2.05,3,62.8,56.0,8.1,8.12,5.09,0,0,0,0,1,0,0,0,1,0,0,0,0,14071
25384,1.5,4,61.5,58.0,7.34,7.36,4.52,0,1,0,0,0,0,0,0,0,0,1,0,0,14071
25385,1.5,4,61.1,58.0,7.33,7.36,4.49,0,1,0,0,0,0,0,0,0,0,1,0,0,14071
25386,1.5,5,60.4,57.0,7.41,7.43,4.48,0,1,0,0,0,0,0,0,0,0,1,0,0,14071
25387,2.0,3,64.0,58.0,7.86,7.95,5.06,0,0,1,0,0,0,0,0,1,0,0,0,0,14074
25388,2.02,1,56.5,61.0,8.33,8.37,4.72,0,0,0,1,0,0,0,0,1,0,0,0,0,14080
25389,2.03,5,60.5,57.0,8.26,8.2,4.98,0,0,0,0,0,1,0,0,0,0,1,0,0,14083
25390,2.08,2,63.8,58.0,8.1,8.02,5.14,0,0,0,0,1,0,0,0,1,0,0,0,0,14084
25391,1.5,5,61.7,54.0,7.28,7.31,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,14092
25392,2.22,4,62.7,58.0,8.33,8.28,5.21,0,0,0,0,1,0,0,1,0,0,0,0,0,14095
25393,1.26,3,60.0,60.0,7.04,7.09,4.24,0,1,0,0,0,0,1,0,0,0,0,0,0,14095
25394,2.01,5,61.5,56.0,8.1,8.16,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,14103
25395,1.54,5,61.4,57.0,7.47,7.42,4.57,0,0,1,0,0,0,0,0,0,0,1,0,0,14103
25396,1.5,4,61.2,59.0,7.32,7.36,4.49,0,0,1,0,0,0,0,0,0,1,0,0,0,14105
25397,1.5,4,62.7,58.0,7.25,7.3,4.56,0,0,1,0,0,0,0,0,0,1,0,0,0,14105
25398,1.52,4,62.1,58.0,7.4,7.31,4.57,0,0,1,0,0,0,0,0,0,0,0,0,1,14105
25399,1.55,5,61.6,56.0,7.44,7.49,4.6,0,0,1,0,0,0,0,0,0,0,1,0,0,14106
25400,1.64,4,59.5,58.0,7.64,7.72,4.57,1,0,0,0,0,0,0,1,0,0,0,0,0,14107
25401,2.29,4,62.5,59.0,8.38,8.33,5.22,0,0,1,0,0,0,0,0,1,0,0,0,0,14108
25402,2.05,5,61.7,54.9,8.16,8.24,5.05,0,0,0,0,0,1,0,0,0,0,1,0,0,14111
25403,1.51,3,62.3,59.0,7.29,7.34,4.56,0,0,0,0,0,0,0,0,0,0,1,0,0,14112
25404,2.06,3,62.6,58.0,8.05,8.08,5.05,0,0,0,0,0,1,0,0,0,0,1,0,0,14119
25405,2.06,5,62.4,55.0,8.1,8.14,5.07,0,0,0,0,1,0,0,0,1,0,0,0,0,14120
25406,2.01,3,61.7,59.0,8.01,8.09,4.97,0,0,0,0,0,1,0,1,0,0,0,0,0,14125
25407,2.0,4,59.8,60.0,8.04,8.01,4.8,0,0,0,1,0,0,0,1,0,0,0,0,0,14126
25408,1.79,4,60.5,58.0,7.88,7.83,4.75,0,0,1,0,0,0,0,1,0,0,0,0,0,14127
25409,2.23,4,62.4,59.0,8.33,8.36,5.21,0,0,0,0,0,1,0,1,0,0,0,0,0,14129
25410,2.04,5,61.7,57.0,8.11,8.17,5.02,0,0,0,0,0,1,0,1,0,0,0,0,0,14130
25411,1.7,3,62.8,57.0,7.47,7.57,4.72,0,0,0,1,0,0,0,0,0,1,0,0,0,14137
25412,2.14,5,60.7,57.0,8.34,8.4,5.08,0,0,0,0,1,0,0,0,1,0,0,0,0,14138
25413,1.56,4,60.9,58.0,7.49,7.53,4.57,0,0,1,0,0,0,0,0,0,1,0,0,0,14139
25414,1.7,2,63.1,57.0,7.52,7.61,4.77,0,0,0,1,0,0,0,0,0,0,0,0,1,14146
25415,2.36,5,61.8,56.0,8.57,8.53,5.28,0,0,0,1,0,0,0,0,1,0,0,0,0,14146
25416,1.51,2,59.5,58.0,7.35,7.44,4.4,0,1,0,0,0,0,0,1,0,0,0,0,0,14148
25417,2.01,3,63.2,57.0,8.02,7.97,5.05,0,0,0,1,0,0,0,0,1,0,0,0,0,14150
25418,1.67,5,62.6,54.0,7.57,7.63,4.76,0,0,0,0,0,0,0,1,0,0,0,0,0,14154
25419,1.51,4,59.5,59.0,7.45,7.41,4.42,0,0,1,0,0,0,0,0,0,1,0,0,0,14156
25420,1.5,4,62.7,58.0,7.28,7.32,4.58,0,0,1,0,0,0,0,0,0,0,0,0,1,14157
25421,1.51,3,62.8,56.0,7.27,7.32,4.58,0,1,0,0,0,0,0,0,0,0,1,0,0,14165
25422,1.51,3,61.1,59.0,7.32,7.37,4.49,0,1,0,0,0,0,0,0,0,0,1,0,0,14165
25423,1.51,4,62.0,60.0,7.23,7.35,4.52,0,1,0,0,0,0,0,0,0,0,1,0,0,14165
25424,1.51,3,62.5,58.0,7.21,7.36,4.55,0,1,0,0,0,0,0,0,0,0,1,0,0,14165
25425,1.51,3,62.5,58.0,7.22,7.33,4.55,0,1,0,0,0,0,0,0,0,0,1,0,0,14165
25426,2.01,5,61.9,57.0,8.09,8.06,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,14167
25427,1.51,4,62.2,59.0,7.31,7.36,4.56,1,0,0,0,0,0,0,0,0,0,1,0,0,14171
25428,1.55,5,62.0,57.0,7.37,7.42,4.58,0,0,1,0,0,0,0,0,0,1,0,0,0,14174
25429,1.81,3,59.9,61.0,7.85,7.91,4.72,0,0,0,0,1,0,0,0,0,1,0,0,0,14177
25430,1.5,4,62.3,60.0,7.27,7.2,4.51,1,0,0,0,0,0,0,0,0,0,1,0,0,14179
25431,1.57,4,59.9,56.0,7.6,7.55,4.54,0,0,1,0,0,0,0,0,0,1,0,0,0,14180
25432,2.02,5,62.6,57.0,8.01,7.97,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,14182
25433,2.04,4,62.8,58.0,8.11,8.06,5.08,0,0,0,1,0,0,0,0,1,0,0,0,0,14184
25434,1.55,5,62.6,57.0,7.35,7.39,4.61,0,1,0,0,0,0,0,0,0,0,1,0,0,14185
25435,2.35,4,61.8,58.0,8.58,8.44,5.26,0,0,0,0,1,0,0,1,0,0,0,0,0,14185
25436,1.54,4,62.8,58.0,7.33,7.29,4.59,0,1,0,0,0,0,0,0,0,0,1,0,0,14188
25437,1.71,4,62.2,58.0,7.61,7.67,4.75,1,0,0,0,0,0,0,1,0,0,0,0,0,14190
25438,1.68,3,62.7,58.0,7.51,7.54,4.72,0,0,1,0,0,0,0,0,0,0,1,0,0,14192
25439,1.2,4,60.6,60.0,6.95,6.85,4.18,1,0,0,0,0,0,0,0,0,0,0,1,0,14192
25440,2.5,1,67.0,57.0,8.36,8.29,5.58,0,0,1,0,0,0,0,0,1,0,0,0,0,14194
25441,1.3,4,59.3,59.0,7.11,7.08,4.22,0,1,0,0,0,0,0,0,0,0,0,1,0,14196
25442,1.5,5,62.4,55.0,7.31,7.25,4.54,0,1,0,0,0,0,0,0,0,0,1,0,0,14199
25443,1.5,5,60.4,57.0,7.43,7.41,4.48,0,1,0,0,0,0,0,0,0,0,1,0,0,14199
25444,1.5,4,61.6,58.0,7.37,7.31,4.52,0,1,0,0,0,0,0,0,0,0,1,0,0,14199
25445,2.0,4,58.6,61.0,8.28,8.16,4.82,0,0,0,0,1,0,0,0,1,0,0,0,0,14199
25446,2.0,1,66.0,56.0,7.79,7.72,5.12,0,0,0,1,0,0,0,0,0,1,0,0,0,14199
25447,1.5,4,61.5,58.0,7.36,7.34,4.52,0,1,0,0,0,0,0,0,0,0,1,0,0,14199
25448,1.5,4,61.1,58.0,7.36,7.33,4.49,0,1,0,0,0,0,0,0,0,0,1,0,0,14199
25449,1.64,4,62.4,58.0,7.49,7.52,4.68,0,0,1,0,0,0,0,0,0,0,1,0,0,14201
25450,1.51,3,63.1,62.0,7.24,7.22,4.56,0,0,0,0,0,0,0,0,0,0,1,0,0,14205
25451,2.0,1,66.5,56.0,7.75,7.7,5.14,0,0,1,0,0,0,0,0,1,0,0,0,0,14208
25452,2.0,4,61.3,59.0,8.13,8.09,4.97,0,0,0,0,1,0,0,0,1,0,0,0,0,14208
25453,2.51,2,63.7,61.0,8.51,8.48,5.41,0,0,0,0,1,0,0,0,1,0,0,0,0,14209
25454,2.02,4,59.4,59.0,8.21,8.25,4.89,0,0,0,0,1,0,0,0,1,0,0,0,0,14211
25455,1.53,4,61.0,60.0,7.4,7.43,4.52,0,0,1,0,0,0,0,0,0,1,0,0,0,14214
25456,2.3,5,62.6,57.0,8.4,8.35,5.25,0,0,0,1,0,0,0,0,1,0,0,0,0,14215
25457,1.52,3,63.5,57.0,7.23,7.29,4.61,0,1,0,0,0,0,0,0,0,0,1,0,0,14217
25458,2.28,2,63.7,55.0,8.28,8.35,5.3,0,0,0,0,0,1,0,1,0,0,0,0,0,14220
25459,1.55,5,61.9,55.0,7.47,7.42,4.61,0,1,0,0,0,0,0,1,0,0,0,0,0,14220
25460,3.01,4,59.8,58.0,9.44,9.37,5.62,0,0,1,0,0,0,0,0,1,0,0,0,0,14220
25461,2.05,4,62.4,58.0,8.08,8.13,5.06,0,0,0,0,0,1,0,0,0,1,0,0,0,14224
25462,1.66,4,62.0,59.0,7.55,7.6,4.7,0,0,0,0,0,0,0,1,0,0,0,0,0,14224
25463,2.1,3,61.3,59.0,8.21,8.27,5.05,0,0,0,0,0,1,0,0,0,0,1,0,0,14229
25464,1.4,5,62.0,56.0,7.18,7.13,4.44,0,0,1,0,0,0,0,0,0,0,0,0,1,14231
25465,1.5,4,62.7,58.0,7.3,7.25,4.56,0,0,1,0,0,0,0,0,0,1,0,0,0,14234
25466,1.5,4,61.2,59.0,7.36,7.32,4.49,0,0,1,0,0,0,0,0,0,1,0,0,0,14234
25467,1.36,3,62.6,58.0,7.06,7.21,4.47,0,0,0,0,0,0,0,0,0,0,0,0,1,14236
25468,1.64,4,59.5,58.0,7.72,7.64,4.57,1,0,0,0,0,0,0,1,0,0,0,0,0,14236
25469,1.56,5,61.3,56.0,7.48,7.5,4.59,0,0,1,0,0,0,0,0,0,0,1,0,0,14237
25470,2.02,4,60.5,62.0,8.18,8.15,4.94,0,0,0,0,1,0,0,0,0,1,0,0,0,14238
25471,2.03,3,62.2,54.0,8.11,8.15,5.06,0,0,0,0,1,0,0,0,1,0,0,0,0,14239
25472,2.02,4,61.4,58.0,8.14,8.07,4.98,0,0,0,0,1,0,0,1,0,0,0,0,0,14240
25473,1.69,4,59.8,60.0,7.79,7.74,4.64,0,1,0,0,0,0,0,0,0,0,1,0,0,14242
25474,1.5,5,61.4,55.0,7.35,7.44,4.54,0,1,0,0,0,0,0,0,0,0,1,0,0,14242
25475,1.5,3,61.3,61.0,7.33,7.36,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,14242
25476,1.85,5,62.4,57.0,7.91,7.86,4.92,0,0,0,0,1,0,0,0,0,0,0,0,1,14245
25477,1.51,5,62.4,56.0,7.38,7.31,4.58,0,1,0,0,0,0,0,0,0,0,1,0,0,14247
25478,1.51,4,60.4,59.0,7.41,7.33,4.45,0,1,0,0,0,0,0,0,0,0,1,0,0,14247
25479,2.27,2,63.6,58.0,8.37,8.29,5.3,0,0,0,1,0,0,0,0,1,0,0,0,0,14249
25480,2.51,2,59.5,65.0,8.87,8.74,5.24,0,0,1,0,0,0,0,0,1,0,0,0,0,14251
25481,1.5,3,60.7,60.0,7.32,7.41,4.47,1,0,0,0,0,0,0,0,0,0,1,0,0,14256
25482,1.5,3,62.1,60.0,7.27,7.31,4.53,1,0,0,0,0,0,0,0,0,0,1,0,0,14256
25483,2.23,4,62.4,59.0,8.36,8.33,5.21,0,0,0,0,0,1,0,1,0,0,0,0,0,14258
25484,1.7,5,62.8,57.0,7.57,7.47,4.72,0,0,0,1,0,0,0,0,0,1,0,0,0,14266
25485,2.16,2,63.6,56.0,8.18,8.12,5.18,0,0,0,0,1,0,0,0,0,0,1,0,0,14266
25486,2.14,5,60.7,57.0,8.4,8.34,5.08,0,0,0,0,1,0,0,0,1,0,0,0,0,14267
25487,1.56,4,60.9,58.0,7.53,7.49,4.57,0,0,1,0,0,0,0,0,0,1,0,0,0,14268
25488,1.7,3,63.1,57.0,7.61,7.52,4.77,0,0,0,1,0,0,0,0,0,0,0,0,1,14275
25489,2.2,5,62.2,56.0,8.34,8.29,5.18,0,0,0,0,1,0,0,0,1,0,0,0,0,14277
25490,2.18,5,62.6,55.0,8.27,8.22,5.16,0,1,0,0,0,0,0,0,1,0,0,0,0,14277
25491,1.54,5,61.2,56.0,7.45,7.46,4.57,0,0,1,0,0,0,0,0,0,1,0,0,0,14278
25492,2.01,4,62.4,58.0,8.08,8.05,5.03,0,1,0,0,0,0,0,0,1,0,0,0,0,14279
25493,1.5,5,60.2,55.0,7.45,7.51,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,14281
25494,1.53,3,61.2,60.0,7.49,7.4,4.56,1,0,0,0,0,0,0,0,0,0,1,0,0,14282
25495,1.57,5,61.7,56.0,7.42,7.49,4.6,0,0,1,0,0,0,0,0,0,0,1,0,0,14283
25496,2.22,2,62.7,61.2,8.23,8.31,5.19,0,0,0,0,1,0,0,0,1,0,0,0,0,14285
25497,1.71,5,61.4,56.0,7.68,7.71,4.72,0,0,0,1,0,0,0,0,0,0,1,0,0,14292
25498,1.52,4,61.2,60.0,7.37,7.4,4.52,0,0,1,0,0,0,0,0,0,1,0,0,0,14293
25499,1.51,4,61.1,59.0,7.37,7.32,4.49,0,1,0,0,0,0,0,0,0,0,1,0,0,14294
25500,1.51,5,62.8,56.0,7.32,7.27,4.58,0,1,0,0,0,0,0,0,0,0,1,0,0,14294
25501,1.51,4,62.0,60.0,7.35,7.23,4.52,0,1,0,0,0,0,0,0,0,0,1,0,0,14294
25502,1.51,4,62.5,58.0,7.36,7.21,4.55,0,1,0,0,0,0,0,0,0,0,1,0,0,14294
25503,1.51,4,62.5,58.0,7.33,7.22,4.55,0,1,0,0,0,0,0,0,0,0,1,0,0,14294
25504,1.52,3,60.6,57.8,7.4,7.46,4.51,0,0,0,0,0,0,0,1,0,0,0,0,0,14295
25505,2.06,3,62.3,57.0,8.12,8.2,5.09,0,0,0,0,1,0,0,0,1,0,0,0,0,14298
25506,2.21,4,61.3,60.0,8.35,8.33,5.11,0,0,0,1,0,0,0,0,1,0,0,0,0,14299
25507,1.26,5,61.1,57.0,7.0,6.98,4.27,1,0,0,0,0,0,0,0,0,0,0,0,1,14300
25508,1.2,5,61.6,57.0,6.84,6.79,4.2,0,1,0,0,0,0,1,0,0,0,0,0,0,14300
25509,1.51,4,62.2,59.0,7.36,7.31,4.56,1,0,0,0,0,0,0,0,0,0,1,0,0,14300
25510,1.72,4,62.4,60.0,7.67,7.62,4.77,0,1,0,0,0,0,0,1,0,0,0,0,0,14300
25511,1.5,5,61.2,57.0,7.34,7.4,4.51,0,0,0,1,0,0,0,0,0,0,0,1,0,14304
25512,1.58,3,59.9,61.0,7.5,7.6,4.52,0,1,0,0,0,0,0,0,0,0,1,0,0,14308
25513,1.87,3,62.9,58.0,7.79,7.83,4.91,0,0,0,1,0,0,0,1,0,0,0,0,0,14308
25514,2.03,5,62.3,56.0,8.11,8.09,5.05,1,0,0,0,0,0,0,0,1,0,0,0,0,14308
25515,1.71,4,62.2,58.0,7.67,7.61,4.75,1,0,0,0,0,0,0,1,0,0,0,0,0,14319
25516,2.0,4,63.0,54.0,8.07,7.99,5.06,0,0,0,1,0,0,0,1,0,0,0,0,0,14319
25517,2.14,5,61.9,56.0,8.22,8.26,5.1,0,0,0,0,1,0,0,0,1,0,0,0,0,14321
25518,2.0,5,61.0,57.0,8.08,8.13,4.94,0,0,0,0,0,1,0,0,0,0,1,0,0,14323
25519,2.16,4,60.5,59.0,8.41,8.35,5.07,0,0,0,0,0,1,0,1,0,0,0,0,0,14328
25520,1.64,4,62.4,58.0,7.52,7.49,4.68,0,0,1,0,0,0,0,0,0,0,1,0,0,14330
25521,2.02,4,62.1,59.0,8.08,7.98,4.99,0,0,0,0,0,1,0,0,0,0,1,0,0,14330
25522,1.51,4,61.9,59.0,7.31,7.39,4.55,0,1,0,0,0,0,0,0,0,0,1,0,0,14334
25523,1.51,3,60.8,60.0,7.3,7.36,4.46,1,0,0,0,0,0,0,0,0,0,1,0,0,14338
25524,2.0,3,61.0,57.0,8.02,8.18,4.94,0,0,0,1,0,0,0,0,1,0,0,0,0,14340
25525,2.7,3,63.1,56.0,8.84,8.78,5.56,0,0,0,1,0,0,0,0,1,0,0,0,0,14341
25526,1.61,5,61.9,55.0,7.58,7.55,4.68,0,0,1,0,0,0,0,0,0,1,0,0,0,14341
25527,2.02,4,59.4,59.0,8.25,8.21,4.89,0,0,0,0,1,0,0,0,1,0,0,0,0,14341
25528,1.53,4,61.0,60.0,7.43,7.4,4.52,0,0,1,0,0,0,0,0,0,1,0,0,0,14344
25529,2.25,5,62.4,56.0,8.4,8.37,5.23,0,0,0,1,0,0,0,1,0,0,0,0,0,14348
25530,2.02,4,61.7,58.0,8.07,8.0,4.96,0,0,0,0,1,0,0,0,1,0,0,0,0,14350
25531,2.28,2,63.7,55.0,8.35,8.28,5.3,0,0,0,0,0,1,0,1,0,0,0,0,0,14350
25532,2.55,4,62.9,58.0,8.7,8.59,5.44,0,0,0,0,1,0,0,0,1,0,0,0,0,14351
25533,1.5,4,61.0,58.0,7.37,7.31,4.48,0,1,0,0,0,0,0,0,0,0,1,0,0,14352
25534,1.66,4,62.0,59.0,7.6,7.55,4.7,0,0,0,0,0,0,0,1,0,0,0,0,0,14354
25535,1.75,3,63.3,56.0,7.63,7.53,4.8,0,0,0,1,0,0,0,0,0,1,0,0,0,14359
25536,2.14,5,62.9,56.0,8.18,8.14,5.13,0,0,1,0,0,0,0,0,1,0,0,0,0,14359
25537,2.1,4,61.3,59.0,8.27,8.21,5.05,0,0,0,0,0,1,0,0,0,0,1,0,0,14359
25538,1.5,3,63.1,62.0,7.25,7.23,4.57,0,0,1,0,0,0,0,0,0,0,0,1,0,14361
25539,2.27,4,61.0,58.0,8.42,8.4,5.19,0,0,0,0,1,0,0,1,0,0,0,0,0,14362
25540,2.01,4,62.0,60.0,8.11,8.04,5.02,0,0,0,1,0,0,0,0,1,0,0,0,0,14364
25541,2.01,5,62.8,57.0,8.04,7.95,5.02,0,0,0,1,0,0,0,0,1,0,0,0,0,14364
25542,1.5,3,63.6,55.0,7.17,7.24,4.58,0,0,0,0,0,0,0,0,0,0,1,0,0,14368
25543,1.5,4,60.8,58.0,7.44,7.29,4.48,0,1,0,0,0,0,0,0,0,0,1,0,0,14372
25544,1.5,4,61.3,61.0,7.36,7.33,4.5,0,1,0,0,0,0,0,0,0,0,1,0,0,14372
25545,1.5,5,61.4,55.0,7.44,7.35,4.54,0,1,0,0,0,0,0,0,0,0,1,0,0,14372
25546,1.51,4,60.1,58.0,7.45,7.48,4.49,0,0,1,0,0,0,0,0,0,1,0,0,0,14375
25547,1.51,4,62.6,60.0,7.19,7.28,4.53,0,0,1,0,0,0,0,0,0,1,0,0,0,14375
25548,1.51,5,60.6,57.0,7.38,7.48,4.5,0,0,1,0,0,0,0,0,0,1,0,0,0,14375
25549,1.85,5,62.4,57.0,7.91,7.86,4.92,0,0,0,0,1,0,0,0,0,0,0,0,1,14375
25550,1.6,3,61.0,57.0,7.55,7.59,4.62,0,0,1,0,0,0,0,0,0,0,1,0,0,14383
25551,1.86,3,62.6,58.0,7.77,7.82,4.88,0,0,0,1,0,0,0,1,0,0,0,0,0,14383
25552,2.09,5,60.6,57.0,8.34,8.29,5.04,0,0,0,1,0,0,0,1,0,0,0,0,0,14383
25553,1.55,3,60.8,60.0,7.46,7.51,4.55,0,0,1,0,0,0,0,0,0,1,0,0,0,14386
25554,1.62,5,61.7,55.0,7.58,7.53,4.66,0,1,0,0,0,0,0,0,0,1,0,0,0,14386
25555,1.5,4,62.1,60.0,7.31,7.27,4.53,1,0,0,0,0,0,0,0,0,0,1,0,0,14386
