,carat,cut,color,clarity,depth,table,price,x,y,z,x/y,density
24574,1.51,4,G,VS2,62.7,58.0,12872,7.31,7.2,4.55,1.0152777777777777,0.00630544406194201
24575,1.51,3,G,VS2,63.3,60.0,12872,7.28,7.2,4.58,1.011111111111111,0.006289955798689423
24576,1.51,3,G,VS2,63.5,57.0,12872,7.23,7.19,4.58,1.0055632823365785,0.006342263500753212
24577,1.7,3,H,VS2,61.9,60.0,12874,7.57,7.61,4.7,0.9947437582128777,0.006278711485783575
24578,1.7,3,H,VS2,62.8,58.0,12874,7.52,7.57,4.74,0.9933949801849404,0.006300236604273867
24579,1.72,4,H,SI1,61.4,59.0,12880,7.64,7.71,4.71,0.9909208819714656,0.006199544806352245
24580,2.48,5,I,SI2,62.3,57.0,12883,8.64,8.58,5.36,1.006993006993007,0.00624145524643037
24581,2.08,4,G,SI2,62.2,60.0,12883,8.16,8.09,5.06,1.0086526576019779,0.006226932209879805
24582,2.02,5,J,SI1,62.7,54.2,12884,8.03,8.08,5.05,0.9938118811881187,0.006165000061650002
24583,1.42,3,G,VVS2,62.6,60.0,12891,7.14,7.17,4.48,0.9958158995815899,0.006191458452279097
24584,2.05,4,D,SI2,60.0,58.0,12891,8.31,8.23,4.96,1.0097205346294047,0.006043260642989726
24585,1.2,3,E,IF,59.2,57.0,12895,6.78,6.86,4.04,0.988338192419825,0.006120158443770793
24586,1.64,4,E,SI1,61.8,59.0,12896,7.55,7.51,4.65,1.0053262316910785,0.0062201950960399065
24587,1.58,5,H,VVS2,62.0,56.0,12897,7.44,7.49,4.63,0.9933244325767691,0.006123804854214531
24588,2.01,4,E,SI1,60.4,61.0,12898,8.05,7.98,4.84,1.0087719298245614,0.006464752816798939
24589,1.51,4,F,VS2,61.8,56.0,12899,7.46,7.32,4.57,1.0191256830601092,0.00605077269890076
24590,1.49,4,G,VS1,60.8,62.0,12900,7.41,7.36,4.49,1.0067934782608696,0.006084766332558272
24591,1.2,3,F,IF,62.3,60.0,12905,6.74,6.8,4.22,0.9911764705882353,0.006204402809684494
24592,1.51,3,G,VS2,63.5,59.0,12906,7.2,7.13,4.55,1.0098176718092566,0.006464627783000856
24593,1.22,5,F,VVS1,61.5,58.0,12906,6.85,6.9,4.23,0.9927536231884057,0.00610210675235625
24594,2.0,5,I,VS1,62.3,56.0,12907,8.08,8.03,5.02,1.0062266500622665,0.006140438308416337
24595,1.53,5,G,VS2,62.8,57.0,12907,7.48,7.43,4.63,1.0067294751009421,0.005945933232719334
24596,2.28,3,H,SI2,63.3,54.0,12907,8.36,8.29,5.27,1.008443908323281,0.0062425700411156484
24597,1.52,5,E,SI1,62.0,56.0,12907,7.36,7.34,4.56,1.0027247956403271,0.006170279982624492
24598,2.0,1,I,VS1,66.3,54.0,12907,7.98,7.88,5.26,1.0126903553299493,0.006046654340198994
24599,1.63,5,H,SI1,61.8,57.0,12910,7.5,7.54,4.64,0.9946949602122016,0.006212079636574285
24600,1.2,5,D,VVS2,62.0,57.0,12912,6.86,6.76,4.22,1.0147928994082842,0.006080841714402466
24601,2.02,3,J,SI1,63.5,60.0,12915,7.98,7.93,5.05,1.0063051702395966,0.006320972671274657
24602,1.52,3,G,VS1,59.3,59.0,12916,7.48,7.55,4.46,0.9907284768211921,0.006034762455074767
24603,1.75,2,D,SI1,63.8,57.0,12918,7.63,7.53,4.84,1.0132802124833997,0.0062932237486730104
24604,2.23,4,H,SI2,59.4,59.0,12921,8.6,8.54,5.09,1.0070257611241218,0.005965278973359975
24605,1.98,1,H,VS1,58.3,69.0,12923,8.28,8.17,4.8,1.0134638922888617,0.006097777304738085
24606,2.02,2,I,SI2,61.0,62.0,12927,8.1,8.14,4.95,0.9950859950859949,0.006189231778457368
24607,2.02,2,G,SI2,57.5,61.0,12929,8.37,8.35,4.81,1.0023952095808382,0.006008891463788124
24608,2.06,4,H,SI2,62.6,58.0,12931,8.06,8.03,5.04,1.0037359900373601,0.006315185281159651
24609,1.73,4,H,SI1,61.8,57.0,12931,7.77,7.64,4.76,1.0170157068062826,0.006122443317216515
24610,1.3,5,G,IF,61.3,56.0,12932,7.03,7.06,4.32,0.9957507082152975,0.006063167685353461
24611,2.11,3,I,SI2,63.8,54.0,12937,8.13,8.19,5.21,0.9926739926739928,0.006082334276057672
24612,2.27,5,I,SI2,60.5,55.0,12939,8.63,8.53,5.19,1.011723329425557,0.005941535173491688
24613,1.81,4,I,VS2,62.7,58.0,12939,7.77,7.68,4.84,1.01171875,0.006266874164601439
24614,2.0,4,H,SI2,62.5,58.0,12940,8.14,8.03,5.05,1.0136986301369864,0.006058968119557741
24615,1.39,5,G,IF,60.6,55.0,12943,7.21,7.27,4.39,0.9917469050894085,0.006040607317792479
24616,2.3,2,I,SI2,63.8,55.0,12944,8.4,8.35,5.34,1.005988023952096,0.006140741523907776
24617,1.67,5,H,VS2,62.6,56.0,12945,7.55,7.57,4.73,0.9973579920739761,0.006177496375760901
24618,1.51,5,G,VS2,62.2,57.0,12947,7.28,7.36,4.55,0.9891304347826086,0.006193788294839417
24619,1.51,1,G,VS1,60.8,66.0,12948,7.35,7.25,4.44,1.013793103448276,0.006382173869858599
24620,1.51,4,G,VS1,62.4,60.0,12948,7.34,7.3,4.57,1.0054794520547945,0.0061665438939086555
24621,1.55,5,G,SI1,61.7,57.0,12951,7.4,7.44,4.58,0.9946236559139785,0.006146976670994138
24622,1.2,5,F,VVS1,59.7,58.0,12956,6.7,6.74,4.01,0.9940652818991098,0.006129766155495712
24623,1.2,5,F,VVS1,62.1,57.0,12956,6.62,6.69,4.13,0.9895366218236173,0.006068604292195884
24624,1.28,5,F,VVS2,62.2,56.0,12958,6.95,6.91,4.32,1.0057887120115774,0.006169690393367891
24625,1.52,4,G,VS2,62.6,55.0,12958,7.39,7.28,4.59,1.01510989010989,0.00615538305580493
24626,1.52,5,G,VS2,61.1,57.0,12958,7.45,7.39,4.53,1.0081190798376185,0.006094592526670307
24627,2.34,2,J,VS2,63.9,62.0,12961,8.4,8.34,5.35,1.0071942446043165,0.006243336438992999
24628,2.01,4,J,VS1,60.2,61.0,12963,8.23,8.16,4.93,1.008578431372549,0.006070984781146616
24629,2.01,2,I,SI2,59.1,59.0,12964,8.09,8.14,4.8,0.9938574938574938,0.00635889850970197
24630,1.3,2,E,VVS2,62.8,59.0,12967,6.95,6.99,4.38,0.994277539341917,0.006109522400305401
24631,2.01,3,J,VS2,60.8,58.0,12968,8.08,8.16,4.94,0.9901960784313726,0.006171171118064414
24632,1.52,3,G,VS1,62.1,57.0,12968,7.27,7.32,4.53,0.9931693989071038,0.006305214912171757
24633,1.53,4,E,SI1,61.3,59.0,12968,7.4,7.35,4.52,1.0068027210884354,0.006223489156485364
24634,2.18,4,J,SI2,62.6,58.0,12970,8.25,8.23,5.16,1.0024301336573511,0.006222329543135443
24635,2.14,4,I,SI2,62.1,58.0,12970,8.31,8.23,5.13,1.0097205346294047,0.00609951844900396
24636,1.59,5,H,VVS2,62.6,54.0,12971,7.43,7.47,4.67,0.9946452476572959,0.006134382159901839
24637,1.71,5,E,SI2,62.7,55.0,12978,7.62,7.69,4.8,0.9908972691807542,0.006079579779445644
24638,1.54,5,F,VS2,61.9,57.0,12978,7.42,7.35,4.57,1.0095238095238095,0.006178930017157765
24639,2.03,4,J,SI1,62.1,59.0,12979,8.12,8.06,5.02,1.007444168734491,0.006178758909770349
24640,2.13,4,I,SI2,59.8,58.0,12980,8.43,8.37,5.02,1.007168458781362,0.006013438221924906
24641,1.51,3,H,VVS1,61.5,58.0,12981,7.3,7.39,4.52,0.9878213802435725,0.006192574127572934
24642,1.78,3,D,SI2,62.5,57.0,12981,7.76,7.8,4.86,0.9948717948717949,0.006051003569140262
24643,1.53,5,D,SI1,61.4,58.0,12981,7.35,7.44,4.54,0.9879032258064515,0.006162760684776967
24644,1.79,4,I,VS1,62.6,59.0,12985,7.65,7.72,4.81,0.9909326424870467,0.00630128639881764
24645,2.01,2,I,SI2,63.5,60.0,12985,7.86,7.94,5.02,0.9899244332493703,0.006415777465445388
24646,1.52,4,F,VS2,62.2,58.0,12985,7.38,7.29,4.56,1.0123456790123457,0.0061957638323525445
24647,2.0,4,E,SI2,60.3,58.0,12987,8.15,8.08,4.89,1.0086633663366338,0.006210866109005421
24648,1.5,3,H,IF,63.0,59.0,12988,7.23,7.3,4.58,0.9904109589041097,0.006205326304601597
24649,1.2,5,D,VVS2,62.0,55.0,12989,6.68,6.72,4.19,0.9940476190476191,0.006167344819396324
24650,1.63,5,G,SI1,60.6,57.0,12990,7.63,7.68,4.63,0.9934895833333334,0.006007874546969401
24651,1.58,5,F,SI1,60.2,56.0,12991,7.57,7.64,4.58,0.9908376963350786,0.005964889062275042
24652,1.7,4,H,VS2,61.9,60.0,12992,7.61,7.57,4.7,1.0052840158520475,0.006278711485783575
24653,1.7,4,H,VS2,62.8,58.0,12992,7.57,7.52,4.74,1.006648936170213,0.006300236604273867
24655,1.7,5,I,VS1,61.9,55.0,12996,7.65,7.72,4.75,0.9909326424870467,0.006060055146501832
24656,1.73,3,H,VS2,61.7,56.0,12998,7.64,7.7,4.73,0.9922077922077921,0.006217286471429017
24657,1.72,4,H,SI1,61.4,59.0,12998,7.71,7.64,4.71,1.0091623036649215,0.006199544806352245
24658,1.5,3,F,VS2,61.9,60.0,13001,7.29,7.32,4.52,0.9959016393442622,0.006218909185418419
24659,1.52,3,E,VS2,60.3,59.0,13001,7.43,7.52,4.51,0.9880319148936171,0.006031986928239865
24660,2.01,4,I,VS2,59.5,60.0,13003,8.26,8.21,4.9,1.0060901339829476,0.006048905127106155
24661,1.25,5,E,VVS2,60.9,60.0,13006,6.93,6.97,4.23,0.994261119081779,0.006117917735081467
24662,2.15,5,I,SI1,60.9,56.0,13006,8.38,8.33,5.09,1.0060024009603843,0.006051062762788157
24663,2.1,1,G,SI2,65.2,56.0,13007,7.97,7.93,5.19,1.005044136191677,0.006402070144135202
24664,2.1,3,G,SI2,63.4,58.0,13007,8.19,8.12,5.17,1.0086206896551724,0.006107856438010511
24665,2.0,4,G,SI2,60.8,55.0,13007,8.09,7.95,4.88,1.0176100628930818,0.006372275199194136
24666,1.5,4,G,VS1,62.4,60.0,13009,7.29,7.22,4.53,1.0096952908587258,0.006291125242991567
24667,1.51,2,F,VS2,61.0,63.0,13010,7.32,7.39,4.49,0.9905277401894452,0.006216917251250394
24668,1.51,3,F,VS2,63.7,60.0,13012,7.2,7.24,4.6,0.994475138121547,0.006297208209891372
24669,1.58,4,G,VS2,62.6,59.0,13014,7.44,7.47,4.67,0.995983935742972,0.006087607858926053
24670,1.2,3,E,VVS1,61.3,60.0,13015,6.77,6.84,4.17,0.989766081871345,0.006214417411107265
24671,2.07,1,D,SI2,64.5,60.0,13016,7.99,7.88,5.12,1.0139593908629443,0.006421365459997586
24672,1.77,5,D,SI2,61.8,57.0,13026,7.77,7.71,4.78,1.0077821011673151,0.006181159820675963
24673,2.44,4,I,SI2,61.4,56.0,13027,8.74,8.7,5.35,1.0045977011494254,0.0059979847754430705
24674,1.22,5,F,VVS1,61.2,57.0,13029,6.88,6.92,4.22,0.9942196531791907,0.006072294790679836
24675,1.23,5,E,VVS2,59.9,57.0,13034,6.95,7.03,4.19,0.9886201991465149,0.0060082910019516435
24676,1.5,5,G,VS1,60.6,57.0,13034,7.47,7.36,4.49,1.0149456521739129,0.006076402054426674
24677,1.52,4,G,VS1,61.4,58.0,13034,7.38,7.35,4.52,1.0040816326530613,0.006199568346896522
24678,1.52,4,G,VS1,62.4,58.0,13034,7.37,7.3,4.58,1.0095890410958905,0.006168616368796898
24679,1.58,3,G,VS2,59.6,58.0,13037,7.59,7.69,4.55,0.9869960988296488,0.005949460350998204
24680,1.5,3,F,VS2,63.9,57.0,13037,7.16,7.23,4.6,0.9903181189488243,0.006299152285282056
24681,1.74,4,I,VS1,62.5,57.0,13037,7.71,7.67,4.81,1.0052151238591918,0.006117224650192046
24682,2.08,5,J,SI1,61.6,58.0,13038,8.15,8.22,5.04,0.9914841849148418,0.006160321417139293
24683,2.0,3,J,VS2,60.8,62.0,13043,8.09,8.12,4.93,0.9963054187192119,0.006175590998809334
24684,2.11,4,J,VS2,59.9,60.0,13046,8.36,8.41,5.02,0.9940546967895362,0.005978282932422692
24685,1.61,3,E,SI1,62.3,57.0,13047,7.43,7.47,4.64,0.9946452476572959,0.006251705045767452
24686,1.75,2,I,VS1,58.3,59.0,13047,7.92,7.97,4.63,0.9937264742785445,0.005987886430474863
24687,1.5,5,G,VS2,62.2,58.0,13049,7.31,7.29,4.54,1.0027434842249656,0.006199983031886439
24688,2.01,4,I,SI2,58.2,61.0,13052,8.24,8.2,4.78,1.0048780487804878,0.006223391132639847
24689,1.2,5,F,IF,61.7,56.0,13060,6.48,6.56,4.02,0.9878048780487806,0.006144469612191977
24720,1.2,5,F,IF,62.3,57.0,13060,6.44,6.49,4.03,0.9922958397534669,0.0061150725567013856
24721,1.39,5,G,IF,60.6,55.0,13061,7.27,7.21,4.39,1.0083217753120666,0.006040607317792479
24722,1.67,5,H,VS2,62.6,56.0,13063,7.57,7.55,4.73,1.0026490066225167,0.006177496375760901
24723,2.03,3,I,SI2,62.8,59.0,13063,8.04,8.08,5.06,0.9950495049504949,0.006175585112047869
24724,2.03,3,I,SI2,62.8,60.0,13063,7.99,8.05,5.04,0.9925465838509316,0.0062621409957754285
24725,2.14,5,E,SI2,62.7,55.0,13065,8.26,8.21,5.16,1.0060901339829476,0.006115625280847231
24726,2.2,4,J,SI2,60.9,60.0,13065,8.42,8.34,5.1,1.0095923261390887,0.006142912971564904
24727,1.51,3,G,VS2,64.0,56.0,13068,7.22,7.3,4.65,0.989041095890411,0.006161180563801065
24728,2.02,4,I,VS2,59.2,58.0,13068,8.29,8.25,4.89,1.0048484848484847,0.006039959565161782
24729,1.71,2,H,VS2,63.7,58.0,13068,7.57,7.54,4.81,1.0039787798408488,0.006228504874213013
24730,2.23,4,J,SI1,62.1,59.0,13069,8.29,8.33,5.16,0.9951980792316926,0.00625828921632333
24731,2.11,4,G,SI2,61.4,62.0,13069,8.25,8.21,5.05,1.004872107186358,0.006168704568386193
24732,1.51,4,F,VS2,62.1,59.0,13074,7.37,7.26,4.54,1.0151515151515151,0.006216085592748714
24733,1.51,4,H,IF,60.2,60.0,13075,7.41,7.44,4.47,0.9959677419354839,0.006127428900642515
24734,1.53,4,G,VS2,59.4,59.0,13077,7.55,7.51,4.47,1.0053262316910785,0.006036664212742938
24735,1.72,4,H,SI1,62.9,58.0,13078,7.63,7.59,4.79,1.005270092226614,0.0062004986837585
24736,1.56,4,G,VS1,60.2,60.0,13079,7.47,7.52,4.51,0.9933510638297872,0.006157573635581152
24737,1.51,3,F,VS2,63.2,56.0,13080,7.22,7.28,4.58,0.9917582417582417,0.006272532098416045
24738,1.75,4,H,SI1,61.4,59.0,13081,7.79,7.69,4.75,1.013003901170351,0.006150078250959917
24739,2.17,4,F,SI2,59.3,61.0,13084,8.6,8.53,5.08,1.0082063305978899,0.005823023451166999
24740,1.77,4,I,VS1,62.2,58.0,13085,7.76,7.68,4.8,1.0104166666666667,0.006187412746993129
24741,1.2,5,F,VVS1,61.1,55.0,13088,6.86,6.89,4.2,0.995645863570392,0.006044893002371411
24742,2.09,4,J,SI2,60.0,60.0,13092,8.32,8.37,5.01,0.9940262843488651,0.0059904545288615866
24743,1.91,4,I,SI1,59.6,60.0,13092,8.02,7.98,4.77,1.0050125313283207,0.006256590466373854
24744,2.26,3,H,SI2,63.2,58.0,13095,8.38,8.26,5.26,1.0145278450363198,0.006207241308384515
24745,1.25,5,G,VVS1,61.3,57.0,13096,6.9,6.94,4.24,0.9942363112391931,0.006156524260842771
24746,1.71,4,I,VS1,60.7,60.0,13097,7.74,7.71,4.69,1.0038910505836576,0.006109813150980492
24747,1.71,5,E,SI2,62.7,55.0,13097,7.69,7.62,4.8,1.0091863517060369,0.006079579779445644
24748,2.0,4,D,SI2,61.9,59.0,13098,8.02,8.0,4.98,1.0025,0.0062594517721759856
24749,1.96,3,H,SI2,62.7,58.0,13099,7.86,7.93,4.95,0.991172761664565,0.006352653080221595
24750,1.73,3,H,VS2,59.2,61.0,13102,7.78,7.82,4.62,0.9948849104859335,0.006154854312961861
24751,1.79,4,I,VS1,62.6,59.0,13104,7.72,7.65,4.81,1.0091503267973856,0.00630128639881764
24752,1.5,4,H,IF,63.0,59.0,13107,7.3,7.23,4.58,1.0096818810511756,0.006205326304601597
24753,2.03,2,D,SI2,63.1,59.0,13109,8.12,7.99,5.08,1.016270337922403,0.006159273895519005
24754,2.02,5,I,SI2,61.7,57.0,13109,8.05,8.12,4.99,0.9913793103448277,0.006192969116030917
24755,2.01,3,J,VS2,61.1,59.0,13109,8.04,8.07,4.92,0.9962825278810408,0.006296531366800658
24756,1.54,5,G,VS2,62.0,55.6,13110,7.35,7.44,4.59,0.9879032258064515,0.006135468922734367
24757,1.2,3,D,VVS2,61.5,58.0,13111,6.64,6.67,4.09,0.9955022488755622,0.006238227691468433
24758,1.5,4,G,VS2,60.5,59.0,13112,7.39,7.35,4.46,1.0054421768707482,0.00619190982399744
24759,2.0,3,J,VS2,60.7,59.0,13113,8.12,8.15,4.94,0.9963190184049079,0.0061177173621919925
24760,1.51,5,G,VS2,61.9,57.0,13115,7.37,7.3,4.54,1.0095890410958905,0.006182024849774749
24761,2.02,4,I,SI2,58.0,58.0,13117,8.34,8.25,4.81,1.010909090909091,0.0061036032259053855
24762,2.02,4,I,SI2,61.2,58.0,13117,8.11,8.04,4.94,1.0087064676616915,0.006271154747089048
24763,2.09,4,H,SI2,60.9,58.0,13119,8.23,8.2,5.0,1.003658536585366,0.006193877248614527
24764,1.53,4,G,VS1,60.2,59.0,13119,7.5,7.45,4.5,1.006711409395973,0.006085011185682327
24765,1.54,4,G,VS2,61.8,58.0,13120,7.43,7.39,4.58,1.0054127198917455,0.006123813991201893
24766,1.72,4,H,VS2,61.9,56.0,13122,7.74,7.67,4.77,1.0091264667535855,0.006073985393887324
24767,1.7,4,I,VVS2,61.7,57.4,13127,7.62,7.67,4.71,0.9934810951760105,0.006175578960709202
24768,2.02,5,J,SI1,62.2,57.0,13132,8.06,8.11,5.03,0.9938347718865599,0.006143664459471063
24769,1.58,4,G,VS2,62.6,59.0,13132,7.47,7.44,4.67,1.004032258064516,0.006087607858926053
24770,2.01,4,J,SI2,60.8,57.2,13133,8.13,8.15,4.95,0.9975460122699387,0.006128337914723263
24771,2.0,4,H,SI2,61.5,61.0,13134,8.13,8.1,4.99,1.0037037037037038,0.006086307430282793
24772,1.83,3,E,SI2,62.8,56.0,13134,7.76,7.82,4.89,0.9923273657289002,0.006166997271639529
24773,1.51,4,F,VS1,62.7,59.0,13134,7.31,7.23,4.56,1.0110650069156293,0.006265510041894769
24774,1.5,5,G,VS2,60.7,54.0,13135,7.41,7.48,4.53,0.9906417112299465,0.005974110499155092
24775,1.5,5,G,VS2,61.7,54.0,13135,7.36,7.4,4.55,0.9945945945945945,0.006052995183429966
24776,1.5,5,G,VS2,62.0,55.0,13135,7.33,7.36,4.56,0.9959239130434783,0.006097399171456133
24777,1.6,5,F,SI1,61.1,55.0,13140,7.55,7.58,4.62,0.996042216358839,0.006051483449306231
24778,2.02,2,H,SI2,59.0,61.0,13144,8.26,8.31,4.89,0.993983152827918,0.006018128258790383
24779,2.13,4,J,SI2,62.6,58.0,13148,8.21,8.18,5.13,1.003667481662592,0.006182523524632627
24780,1.71,3,F,SI1,63.3,53.0,13152,7.54,7.59,4.79,0.9934123847167325,0.006238030232296147
24781,1.52,5,G,VS2,61.5,56.0,13153,7.38,7.45,4.56,0.9906040268456375,0.006062700448033563
24782,1.5,5,G,VS2,62.2,54.0,13154,7.39,7.34,4.58,1.0068119891008174,0.006037891196782007
24783,1.51,2,G,VVS2,63.8,59.0,13155,7.24,7.28,4.63,0.9945054945054945,0.006187653855398447
24784,2.75,5,D,I1,60.9,57.0,13156,9.04,8.98,5.49,1.0066815144766146,0.006170432165042106
24785,1.51,5,E,VS2,61.1,57.0,13157,7.43,7.41,4.53,1.0026990553306343,0.006054408547856164
24786,1.51,4,G,VS2,60.8,60.0,13157,7.42,7.38,4.5,1.005420054200542,0.00612779413208927
24787,1.5,2,F,VS2,58.6,64.0,13160,7.52,7.46,4.39,1.0080428954423593,0.006090740138945538
24788,1.52,3,G,VS2,61.9,56.0,13161,7.28,7.39,4.54,0.9851150202976997,0.006223173618093531
24789,1.51,5,D,SI1,62.0,56.0,13162,7.35,7.39,4.57,0.9945872801082544,0.006083156221837077
24790,2.0,4,J,VS2,60.8,62.0,13162,8.12,8.09,4.93,1.003708281829419,0.006175590998809334
24791,1.51,5,G,VS2,62.2,59.0,13163,7.28,7.34,4.55,0.9918256130790192,0.006210665102182305
24792,1.2,5,D,VVS2,62.7,56.0,13165,6.78,6.81,4.26,0.9955947136563877,0.0061009131297690465
24793,1.31,5,G,VVS2,60.3,56.0,13168,7.09,7.15,4.29,0.9916083916083915,0.006023677697560937
24794,1.71,3,H,SI1,60.8,56.0,13169,7.77,7.73,4.71,1.0051746442432081,0.006044699150392083
24795,1.55,5,E,SI1,61.5,56.0,13171,7.36,7.4,4.54,0.9945945945945945,0.006268538697671047
24796,1.62,4,F,SI1,62.6,58.0,13177,7.48,7.53,4.7,0.9933598937583001,0.006119565429260316
24797,1.56,4,G,VS2,61.9,58.0,13178,7.4,7.44,4.59,0.9946236559139785,0.006173156078279418
24798,1.24,5,G,IF,62.0,55.0,13178,6.93,6.89,4.29,1.0058055152394776,0.006053575126012124
24799,2.03,4,I,SI2,63.0,56.0,13182,8.12,8.05,5.09,1.0086956521739128,0.00610135572124126
24800,2.03,4,I,SI2,62.8,59.0,13182,8.08,8.04,5.06,1.0049751243781095,0.006175585112047869
24801,2.03,5,I,SI2,60.0,57.0,13182,8.32,8.2,4.96,1.0146341463414634,0.005998976805059615
24802,2.1,5,I,SI1,61.7,55.0,13182,8.21,8.13,5.04,1.009840098400984,0.006242449757018885
24803,1.63,2,F,SI1,59.8,56.0,13187,7.57,7.64,4.55,0.9908376963350786,0.0061942248999176655
24804,1.53,3,G,VS1,62.8,59.0,13189,7.32,7.36,4.61,0.9945652173913043,0.0061602964209016
24805,1.71,5,H,VS2,62.4,58.0,13190,7.64,7.68,4.78,0.9947916666666666,0.006096964062739599
24806,1.51,4,H,IF,60.2,60.0,13194,7.44,7.41,4.47,1.0040485829959513,0.006127428900642515
24807,1.51,4,G,VS2,61.2,61.0,13194,7.44,7.33,4.52,1.015006821282401,0.0061257829156247156
24808,1.54,3,D,SI1,63.0,59.0,13196,7.31,7.35,4.62,0.9945578231292517,0.006204032000397059
24809,1.71,5,G,SI1,62.1,56.0,13196,7.65,7.61,4.74,1.0052562417871223,0.00619685988801948
24810,2.06,4,I,SI2,62.7,60.0,13198,8.11,8.06,5.07,1.0062034739454093,0.006215890639575376
24811,2.01,4,H,SI2,61.9,57.0,13199,8.13,7.96,4.98,1.021356783919598,0.006236818437688522
24812,1.27,3,F,VVS1,62.5,56.0,13200,6.99,6.93,4.35,1.0086580086580088,0.006027039720493423
24813,2.29,5,J,SI2,62.3,57.0,13200,8.39,8.43,5.24,0.9952550415183868,0.006178949700942612
24814,2.01,5,F,SI2,62.9,56.0,13201,8.05,7.9,5.02,1.018987341772152,0.006296067401124333
24815,2.0,3,J,VS1,61.0,51.6,13203,8.14,8.18,4.97,0.9951100244498778,0.006043602586183253
24816,3.0,4,G,I1,59.7,60.0,13203,9.42,9.26,5.58,1.0172786177105833,0.006163468295045129
24817,2.14,4,J,SI2,61.5,59.0,13205,8.25,8.3,5.11,0.9939759036144578,0.006115906429489528
24818,2.08,3,H,SI2,63.4,59.0,13206,8.06,8.0,5.09,1.0075,0.0063375372330312435
24819,1.53,4,G,VS2,59.9,61.0,13206,7.54,7.45,4.49,1.0120805369127517,0.006066210426848301
24820,1.52,4,G,VS1,61.5,58.0,13207,7.39,7.31,4.52,1.0109439124487005,0.006225057076811161
24821,1.63,3,H,VVS1,59.1,58.0,13211,7.68,7.84,4.59,0.9795918367346939,0.005897903142738577
24822,2.09,4,J,SI2,60.0,60.0,13212,8.37,8.32,5.01,1.0060096153846152,0.0059904545288615866
24823,1.51,5,G,VS2,59.8,57.0,13214,7.48,7.53,4.48,0.9933598937583001,0.005984148458369222
24824,1.52,3,F,VS2,60.9,56.0,13215,7.38,7.44,4.51,0.9919354838709676,0.006138153554246126
24825,2.01,4,J,SI1,63.0,57.0,13219,8.07,8.0,5.06,1.00875,0.006152930631676389
24826,1.73,4,H,VS2,59.2,61.0,13221,7.82,7.78,4.62,1.0051413881748072,0.006154854312961861
24827,1.51,4,F,VS2,61.8,56.0,13221,7.39,7.28,4.53,1.01510989010989,0.006195878996961541
24828,1.53,3,G,VS2,58.9,59.0,13225,7.58,7.61,4.47,0.9960578186596584,0.00593376093798659
24829,2.01,4,J,VS2,61.5,60.0,13228,8.13,8.07,4.98,1.0074349442379182,0.006151806042627092
24830,1.53,3,G,VS1,60.3,59.0,13228,7.52,7.58,4.55,0.992084432717678,0.005899198202572144
24831,2.01,4,J,VS2,61.1,59.0,13228,8.07,8.04,4.92,1.0037313432835822,0.006296531366800658
24832,2.03,4,D,SI2,61.7,58.0,13229,8.14,8.1,5.01,1.0049382716049384,0.006145382060219053
24833,2.02,5,I,SI2,61.7,57.0,13229,8.12,8.05,4.99,1.0086956521739128,0.006192969116030917
24834,2.02,4,H,SI1,61.4,61.0,13229,8.09,8.03,4.95,1.0074719800747198,0.0062817710483217
24835,1.35,5,G,VVS2,61.5,55.0,13230,7.11,7.16,4.39,0.9930167597765364,0.00604069106150084
24836,1.5,2,D,VS2,64.1,54.0,13232,7.17,7.24,4.62,0.9903314917127072,0.006254485091258941
24837,2.11,4,H,SI2,61.0,58.0,13233,8.31,8.27,5.06,1.0048367593712213,0.0060677182315682955
24838,1.51,5,G,VS2,62.0,56.0,13234,7.32,7.35,4.55,0.9959183673469388,0.006168323331254078
24839,1.5,3,G,VS2,63.5,54.0,13239,7.26,7.22,4.6,1.005540166204986,0.0062209915165582896
24840,2.33,2,G,SI2,63.9,60.0,13242,8.37,8.3,5.32,1.008433734939759,0.006304356131508544
24841,1.7,5,I,VVS2,61.7,57.0,13247,7.67,7.62,4.71,1.0065616797900263,0.006175578960709202
24842,1.53,2,H,IF,63.1,57.0,13248,7.25,7.34,4.6,0.9877384196185286,0.006250280854123348
24843,1.53,3,G,VS2,61.6,57.0,13248,7.3,7.4,4.53,0.9864864864864864,0.0062522833093458146
24844,1.51,4,F,VS2,63.0,56.0,13248,7.3,7.26,4.59,1.0055096418732783,0.006207329236167173
24845,2.17,4,H,SI1,62.3,58.0,13248,8.29,8.25,5.15,1.0048484848484847,0.006160898099952053
24846,1.73,5,I,VS1,61.4,57.0,13250,7.7,7.65,4.71,1.0065359477124183,0.006235525156469331
24847,1.38,5,G,VVS1,61.8,56.0,13250,7.15,7.12,4.41,1.0042134831460674,0.006146876130824765
24848,1.73,4,I,VS1,61.8,58.0,13250,7.75,7.68,4.76,1.0091145833333335,0.006106273154423061
24849,1.63,3,G,VS2,62.5,57.0,13253,7.46,7.49,4.67,0.9959946595460614,0.006246691792266242
24850,2.01,5,J,SI2,60.8,57.0,13253,8.15,8.13,4.95,1.002460024600246,0.006128337914723263
24851,1.51,5,E,SI1,62.2,56.0,13254,7.31,7.36,4.56,0.9932065217391304,0.006154842065611302
24852,1.83,5,E,SI2,62.8,56.0,13254,7.82,7.76,4.89,1.0077319587628866,0.006166997271639529
24853,1.7,4,G,SI1,61.7,58.0,13256,7.69,7.6,4.72,1.011842105263158,0.006162642726805553
